"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Mexico","MEX","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","20.9949435083","21.2237770857","21.452610663","21.6814442403","21.9102778177","22.139111395","22.3679449723","22.5967785497","22.825612127","23.0544457043","23.2832792817","23.512112859","23.7409464363","23.9697800137","24.198613591","24.4274471683","24.6562807457","24.885114323","25.1139479003","25.3427814777","25.571615055","25.8004486323","27.1205005477","28.020766126","28.2083214548","28.5834321125","28.8835206386","29.5024532237","29.9266658664","28.7484808018","29.8700616682","29.8137950695","31.0329047069","30.6277851966","31.8581481537","32.1319789338","32.4759554068","32.9497201674","44.4626841768","44.7184296925","44.8170243434","45.015214606","","","",
"Marshall Islands","MHL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.633107454","32.4116650532","27.1902226525","21.9687802517","16.7473378509","16.0358180058","15.3242981607","19.5482413682","23.7721845757","27.9961277832","20.6679574056","13.3397870281","19.3405130687","25.3412391094","21.9990319458","18.6568247822","15.3146176186","11.972410455","16.4022587932","20.8321071313","25.2619554695","38.6923281704","52.1227008712","38.7023233301","38.3357938045","37.9692642788","","","",
"Mali","MLI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0987654321","2.5170023825","2.9352393329","3.3534762833","3.7717132337","4.1899501841","4.6081871345","5.0264240849","5.4446610353","5.8628979857","6.2590155945","6.6551332034","7.0512508122","7.4473684211","7.8434860299","7.8754061079","7.9073261858","7.9392462638","7.9711663418","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","8.0030864198","","","",
"Malta","MLT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","39.603960396","44.3564356436","49.1089108911","53.8613861386","58.6138613861","53.2673267327","52.5544554455","51.8415841584","51.1287128713","50.4158415842","49.702970297","48.9900990099","48.2772277228","47.5643564356","46.8514851485","46.1386138614","49.1654879774","52.1923620934","55.2192362093","58.2461103253","61.2729844413","64.2998585573","67.3267326733","68.4356435644","68.5148514851","70.6534653465","71.7623762376","72.8712871287","70.8910891089","62.7722772277","80.9900990099","75.4455445545","79.4059405941","91.2871287129","89.1089108911","82.7722772277","82.9702970297","91.0891089109","84.6230029703","80.6609651485","81.597299802","78.2800714851","","","",
"Myanmar","MMR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9329608939","4.9997717018","5.0665825097","5.1333933176","5.2002041255","5.2670149334","5.333366459","5.4001007198","5.4674473571","5.534258165","5.6003035024","5.6670377632","5.7337720241","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","5.8015013966","","","",
"Middle East & North Africa (excluding high income)","MNA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1424375918","3.2056929854","3.2689483791","3.3322037727","3.3954591664","3.45871456","3.5219699537","3.5852253473","3.648480741","3.7117361346","3.7749915283","3.8382469219","3.7533039648","3.9647577093","3.9916789036","4.0186000979","4.0455212922","3.8969652472","3.7484092022","3.5998531571","3.4512971121","3.3027410671","3.154185022","3.3950073421","3.3950073421","3.3950073421","3.3950073421","3.3950073421","3.3950073421","","","",
"Northern Mariana Islands","MNP","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7193816885","0.7509588153","0.7825359421","0.8141130689","0.8456901957","0.8772673225","0.9088444492","0.940421576","0.9719987028","1.0035758296","1.0351529564","1.0741260404","1.1296687617","1.1852114829","1.2407542042","1.2962969254","1.3418158655","1.3873348055","1.4328537455","1.4783726856","1.5238916256","1.5694105657","1.6149295057","1.6604484457","1.7059673858","1.7514863258","1.7514863258","1.7514863258","1.7514863258","1.7514863258","1.7514863258","1.7514863258","","","",
"Mauritania","MRT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","7.1723324818","8.9370701513","10.7018078208","12.4665454903","14.2312831598","15.9960208292","15.9784175018","15.9608141744","15.9432108469","15.9256075195","15.8883539661","15.8707506386","15.8531473112","15.8355439838","15.8179406563","15.8003373289","15.7827340014","15.765130674","15.7475273466","15.7299240191","15.7123206917","15.0830222048","14.4537237178","13.8244252309","13.195126744","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","13.2462173315","","","",
"Mauritius","MUS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","13.0861504907","13.0861504907","13.5853628983","14.0845753059","14.5837877136","15.0830001212","15.5822125288","16.0814249364","16.580637344","17.0798497516","17.5790621592","18.0782745668","18.5774869744","19.076699382","19.5759117897","20.0751241973","20.5743366049","20.9305707016","21.2868047983","21.6430388949","21.9992729916","22.3555070883","22.3191566703","22.2828062523","22.2464558342","22.2101054162","22.1737549982","23.5671876893","24.9606203805","26.3540530716","25.7360959651","25.1181388586","24.7909850963","22.9007633588","27.8444202108","22.9734641948","23.155216285","20.756088695","21.1559432933","22.1010541621","22.5372591785","22.2464558342","22.5372591785","22.1737549982","21.4830970556","21.6284987277","22.0647037441","21.95565249","","","",
"Malawi","MWI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0758611792","12.7214767987","13.3670924182","14.0127080377","14.6583236572","15.3039392767","15.9495548961","16.6060508322","17.2625467682","17.3433105406","17.424074313","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","17.5048380854","","","",
"Malaysia","MYS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.186","4.8102905983","4.4345811966","4.0588717949","3.6831623932","3.8456410256","2.8123076923","2.8323346829","2.8523616734","2.872388664","2.8924156545","2.9124426451","2.9324696356","2.9524966262","2.9725236167","2.9925506073","3.0125775978","3.0326045884","3.0526315789","3.0726585695","3.0926855601","3.1127125506","3.1327395412","3.1527665317","3.1727935223","3.1928205128","3.36","3.4394871795","3.4394871795","3.4394871795","3.4394871795","3.4394871795","","","",
"North America","NAC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","0.4278728606","0.483190709","0.5385085575","0.5938264059","0.6498777506","0.7044621027","0.7600855746","0.7784229829","0.7967603912","0.8150977995","0.8334352078","0.8157090465","0.8401589242","0.864608802","0.9077017115","0.8971410313","0.8793467993","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","0.8615525672","","","",
"New Caledonia","NCL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.133105802","2.2544669745","2.375828147","2.4971893194","2.6185504919","2.7399116643","2.8612728368","2.9826340092","3.1039951817","3.2253563541","3.3467175266","3.4680786991","3.5894398715","3.710801044","3.8321622164","3.9535233889","4.0748845613","4.1962457338","4.4464827455","4.6967197573","4.9469567691","5.1971937808","5.4474307926","5.6976678043","5.9479048161","6.1981418278","6.4483788396","7.3442832765","7.4539249147","6.7461134812","10.3733404437","11.0209377133","11.0209377133","11.0209377133","","","",
"Nigeria","NGA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3333333333","4.6143709004","4.8957662493","5.1746571258","5.4558735838","5.7370900417","6.0183064997","6.2995229577","6.5807394156","6.8619558736","7.1437090042","7.4243887895","7.7057841383","7.9868217054","8.1834108527","8.38","8.5765891473","8.7731782946","8.9697674419","9.1094573643","9.2491472868","9.3888372093","9.5285271318","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","9.6682170543","","","",
"Nicaragua","NIC","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2414515003","2.3312813611","2.4191921709","2.5090220317","2.5398265377","2.5706310438","2.6014355498","2.6322400558","2.6514305652","2.6706210747","2.6898115841","2.6638361987","2.6378608133","2.6118854279","2.5630122756","2.5141391233","2.4652659709","2.4163928186","2.3675196663","2.318646514","2.2697733617","2.2198185625","2.2209002094","2.2209002094","","","",
"Netherlands","NLD","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","17.4634516803","17.5207898234","17.5781279666","17.6354661097","17.6928042529","17.7501423961","17.231441048","16.7127397","16.194038352","15.675337004","15.156635656","15.156635656","14.5961647997","14.0356939434","13.4752230871","12.9147522309","12.3542813746","13.2684640213","14.1826466679","15.0968293146","16.0110119613","16.9251946079","18.1765236377","19.4278526676","20.6791816974","21.9305107272","21.3521928992","20.7708372888","20.3341560661","21.6631858743","20.7518511487","19.34687678","20.3531422062","20.2012530852","18.0178469717","15.969242453","15.233339662","15.02980824","16.3669836132","17.0006069189","16.8035605907","16.0756625531","","","",
"Norway","NOR","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","1.5209125475","1.5408697719","1.5608269962","1.5807842205","1.6007414449","1.6206986692","1.6406558935","1.6606131179","1.6805703422","1.7005275665","1.7204847909","1.7404420152","1.7603992395","1.7803564639","1.8003136882","1.8202709125","1.8402281369","1.8220785805","1.8039290241","1.7857794677","1.8299728408","1.9537099402","1.9422379142","1.9609560022","2.1363280826","2.0830309614","2.2349809886","2.3011406844","2.2313688213","2.1615969582","2.1335361217","2.1053992395","2.077338403","2.0941444867","2.1131330798","2.0633688213","2.0136045627","2.0461064639","2.0444499255","2.0429378738","2.0413117536","2.0094980989","","","",
"Nepal","NPL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3690705409","8.3576229652","8.3461753895","8.3347278138","8.3232802381","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","8.3118326623","","","",
"Nauru","NRU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","0.97799511","1.0920945395","1.206193969","1.3202933985","1.434392828","1.5484922575","1.6206776109","1.6928629643","1.7650483176","1.837233671","1.9094190243","1.9816043777","2.0537897311","2.1259750844","2.1981604378","2.2703457911","2.3425311445","2.4147164978","2.4869018512","2.5590872046","2.7649318896","2.9707765747","3.1766212598","3.3824659448","3.5883106299","3.7941553149","4","4.0596984515","4.119396903","4.1790953545","4.238793806","5.1911165444","6.1434392828","7.0957620212","8.0480847596","8.0480847596","8.0480847596","8.0480847596","8.0480847596","8.0480847596","8.0480847596","8.0480847596","","","",
"OECD members","OED","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.5","86.4736652237","87.4473304473","88.420995671","86.9660894661","87.9397546898","88.9134199134","89.8870851371","90.8607503608","92.8571428571","90.7922077922","89.75","84.7142857143","87.9142857143","91.1142857143","94.3142857143","97.5142857143","100.7142857143","103.9142857143","107.1142857143","110.3142857143","113.5142857143","116.7142857143","116.7142857143","116.7142857143","116.7142857143","116.7142857143","116.7142857143","116.7142857143","116.7142857143","116.7142857143","","","",
"Other small states","OSS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","94.0850254586","94.1706030305","94.2561806024","94.3417581743","94.4273357463","94.5129133182","94.5984908901","94.6840684621","94.769646034","94.8552236059","94.9408011778","95.0263787498","95.1119563217","95.1975338936","95.2831114656","95.3686890375","95.4542666094","96.6102965735","97.7663265376","98.9223565016","100.0783864657","101.2344164298","102.3904463939","103.546476358","104.702506322","105.8585362861","106.6411569842","107.4237776824","108.2063983805","108.9890190786","109.7716397767","110.6941291945","111.6166186124","112.569780995","112.3182626833","113.6617385436","110.1036746212","115.2567327158","112.569780995","119.5448132016","120.7901355745","122.5507637568","122.6734556162","118.2381448991","108.6497760874","116.3057481136","162.069811668","","","",
"Panama","PAN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7713478132","0.8154319151","0.8595160171","0.903600119","0.8934096995","0.9307497769","0.9010711098","0.9010711098","0.9010711098","0.9010711098","0.9010711098","0.9010711098","","","",
"Peru","PER","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5260804769","2.9698353539","3.4126587854","3.8554822168","4.2983056482","4.7411290797","5.1839525111","5.6267759425","6.069599374","6.5124228054","6.9552462368","7.1814456036","7.1814456036","7.1814456036","","","",
"Philippines","PHL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1180067258","24.9147049832","25.218281871","24.9330479976","25.4579639254","25.6982574136","25.7560379089","25.8168755732","25.8122898196","26.4139406909","26.6309996943","28.0621461327","28.1742007918","26.2899767594","26.7432800917","27.2089157842","","","",
"Palau","PLW","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09153457","0.0996762226","0.1078178752","0.1159595278","0.1241011804","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","0.1322428331","","","",
"Poland","POL","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","35.005192108","37.372101073","39.7390100381","42.1059190031","44.4728279682","46.8397369332","47.9466943579","49.0536517826","50.1606092073","51.2675666321","52.3745240568","53.2620283835","54.1495327103","55.037037037","55.9245413638","56.8120456906","55.9494634822","55.0868812738","54.2242990654","53.361716857","52.4991346487","49.4063689858","46.3136033229","45.9072343371","45.5008653513","45.0944963655","44.6881273797","44.2817583939","43.5382485289","42.7947386639","42.0512287989","41.3077189339","40.5642090689","40.7725856698","40.9768085843","41.183108342","41.3894080997","41.6060920734","39.3215645552","39.8407753548","37.6254759432","41.225337487","39.7023191416","38.9061959155","36.7982000692","36.1647628937","35.6143994462","34.8909657321","33.2225683628","31.0971928003","30","32.0768431983","","","",
"Pre-demographic dividend","PRE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8075463273","17.9388256307","18.0701049341","18.2013842376","18.332663541","18.4639428444","18.5952221478","18.7265014512","18.8577807546","18.989060058","19.1203393615","19.7544094664","20.3884795713","21.0225496763","21.6566197812","22.2906898861","22.3737441393","22.4567983925","22.5358338915","22.6229068989","22.705961152","22.0665327082","21.4378209422","20.8037508372","20.1696807323","19.5356106274","19.5356106274","19.5356106274","19.5356106274","19.5356106274","19.5356106274","19.5356106274","","","",
"Korea, Dem. People's Rep.","PRK","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4130086511","27.4785004806","27.5439923102","27.6094841397","27.6749759692","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","27.7404677988","","","",
"Portugal","PRT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2762708459","20.2333974377","23.1905240296","26.1476506214","25.8230144378","24.6725795804","23.5221447229","22.3717098654","21.9028200399","21.4279024868","20.9590126612","20.4901228357","20.0212330102","19.5523431847","19.0834533591","18.2013197551","18.3765320474","18.2424932467","18.108454446","17.9744156453","17.8403768446","17.7063380439","17.5722992432","17.4382604425","17.3042216418","17.1701828411","12.3798874824","12.3157122765","12.3157122765","12.3157122765","12.3157122765","","","",
"Paraguay","PRY","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3270708146","0.3305814137","0.3340920128","0.3376026119","0.341113211","0.3446238101","0.3481344091","0.3516450082","0.3551556073","0.3586662064","0.3621768055","0.3656874046","0.3691980036","0.3727086027","0.4997222549","0.626735907","0.7537495592","0.8807632113","1.0077768635","1.1347905156","1.2618041678","1.3888178199","1.5049924974","1.6211671749","1.7135087853","1.835399711","1.835399711","1.835399711","1.835399711","1.835399711","1.835399711","1.835399711","1.835399711","1.835399711","1.835399711","","","",
"West Bank and Gaza","PSE","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0751200494","38.5750962773","46.1607949413","48.6259687158","54.3146484096","58.1942661532","56.2668188085","53.8567964627","51.4467741169","49.036751771","38.6250178291","38.0687491085","41.7344173442","43.1322207959","39.1527599487","41.5347311368","40.0228212808","41.0783055199","42.7471116816","47.0118385394","50.2638710598","47.7535301669","","","",
"Pacific island small states","PSS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","258.6206896552","270.8620689655","283.1034482759","295.3448275862","307.5862068966","319.8275862069","332.0689655172","344.3103448276","356.5517241379","368.7931034483","381.0344827586","393.275862069","405.5172413793","417.7586206897","430","330.1724137931","327.7586206897","325.3448275862","322.9310344828","277.0689655172","277.9885057471","278.908045977","279.8275862069","280.7471264368","281.6666666667","282.5862068966","300.8965517241","321.9655172414","341.6551724138","361.3448275862","374.1379310345","381.2931034483","388.4482758621","395.6034482759","402.7586206897","409.9137931034","417.0689655172","424.224137931","431.3793103448","434.6551724138","431.0344827586","432.4137931034","431.0344827586","431.0344827586","431.0344827586","431.0344827586","431.0344827586","","","",
"Romania","ROU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","8.9785600599","9.8792247917","10.7798895235","11.6805542552","12.581218987","13.4818837188","14.3057766127","15.1296695066","15.9535624005","16.7774552944","17.6013481884","17.9196704428","18.2379926973","18.5563149518","18.8746372063","19.1929594607","19.1761071061","19.1592547514","19.1424023968","19.1255500421","19.1086976875","18.9620197859","18.8153418843","18.6686639828","16.8242673907","14.9798707986","13.3227225915","11.6655743844","11.9464469619","11.8434603502","9.0347345754","8.4804793559","8.6340230316","7.9655462972","6.6697874731","5.7204381612","4.9901694598","6.4450894111","6.7596666979","6.4375994757","5.822488531","6.171706769","6.0687201573","6.0088006741","5.8814717723","6.0528040446","5.9676060294","6.3411665574","6.0069281902","6.5471397809","6.9244452767","7.3626064975","","","",
"Russian Federation","RUS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.334084817","5.6186384897","4.9031921625","4.8056491945","4.7081062264","4.6105632584","4.5130202904","4.4154773223","4.8268778876","4.2100041655","4.1824462329","4.1548883003","4.1273303677","4.4071493757","4.0722145025","4.0446565699","4.0170986373","3.9895407047","4.4325874673","3.9344248394","4.0700946615","3.8793089742","4.5031781716","3.9708861041","4.1203348925","4.0961687054","4.1222427493","4.1222427493","4.1222427493","4.1222427493","","","",
"Rwanda","RWA","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9668874172","5.6410247473","6.3151620774","6.9892994075","7.6634367375","8.3375740676","9.1611437534","9.9847134392","10.808283125","11.6318528108","12.4554224966","13.2789921824","14.1025618682","14.9261315541","15.7497012399","16.5732709257","17.3968406115","18.2204102973","19.0439799831","20.1986754967","20.1986754967","20.1986754967","","","",
"South Asia","SAS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.6666666667","690.396875","708.54375","728.0239583333","746.2125","765.359375","783.88125","801.5697916667","819.7583333333","832.6442708333","847.7802083333","858.1661458333","870.1354166667","894.8203125","943.3333333333","936.1284722222","928.9236111111","921.71875","914.5138888889","907.3090277778","900.1041666667","894.2395833333","894.7083333333","948.875","929.5833333333","955.9583333333","974.1666666667","974.1666666667","974.1666666667","974.1666666667","","","",
"Sudan","SDN","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.6563876652","118.6563876652","118.6563876652","118.6563876652","118.6563876652","118.6563876652","118.6563876652","118.6563876652","118.6563876652","118.6563876652","","","",
